,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,Major College,Subject College,Withdrew No MT,Dropped no MT,Dropped no Fin,Final Grade Number,Mid Term Grade Number
72549,72549,Registered,MUS,23241,KC,F,B+,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,0.0,3.3
72550,72550,Registered,MUS,23241,KC,B,B-,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.0,2.7
72551,72551,Registered,MUS,23241,KC,B,B,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.0,3.0
72552,72552,Registered,MUS,23241,KC,A,B+,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.3
72553,72553,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72554,72554,Registered,MUS,23241,KC,B,C-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.0,1.7
72555,72555,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72556,72556,Registered,MUS,23241,KC,A,A-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.7
72557,72557,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72558,72558,Registered,MUS,23241,KC,B-,A-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,2.7,3.7
72559,72559,Registered,MUS,23241,KC,A-,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72560,72560,Registered,MUS,23241,KC,A,A,MUS,MUT,Spring 2023,FR,MUS 23241,CotA,CotA,False,False,False,4.0,4.0
72561,72561,Registered,MUS,23241,KC,F,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,0.0,4.0
72562,72562,Registered,MUS,23241,KC,A,B,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.0
72563,72563,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72564,72564,Registered,MUS,23241,KC,C+,C+,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,2.3,2.3
72565,72565,Registered,MUS,23241,KC,A,A,MUS,MUT,Spring 2023,JR,MUS 23241,CotA,CotA,False,False,False,4.0,4.0
72566,72566,Registered,MUS,23241,KC,A-,B+,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.7,3.3
72567,72567,Registered,MUS,23241,KC,A,A,MUS,FM,Spring 2023,SR,MUS 23241,CotA,CotA,False,False,False,4.0,4.0
72568,72568,Registered,MUS,23241,KC,A-,A,MUS,DMP,Spring 2023,FR,MUS 23241,CCI,CotA,False,False,False,3.7,4.0
72569,72569,Registered,MUS,23241,KC,A,A-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.7
72570,72570,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72571,72571,Registered,MUS,23241,KC,B-,,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,2.7,
72572,72572,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72573,72573,Registered,MUS,23241,KC,C,B-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,2.0,2.7
72574,72574,Registered,MUS,23241,KC,A-,,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,
72575,72575,Registered,MUS,23241,KC,A,A-,MUS,FM,Spring 2023,FR,MUS 23241,CotA,CotA,False,False,False,4.0,3.7
72576,72576,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72577,72577,Registered,MUS,23241,KC,A-,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72578,72578,Registered,MUS,23241,KC,A,A,MUS,MUT,Spring 2023,SO,MUS 23241,CotA,CotA,False,False,False,4.0,4.0
72579,72579,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72580,72580,Registered,MUS,23241,KC,A,B,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.0
72581,72581,Registered,MUS,23241,KC,A,,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,
72582,72582,Never Attended - Failed,MUS,23241,KC,C+,C,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,2.3,2.0
72583,72583,Registered,MUS,23241,KC,F,F,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,0.0,0.0
72584,72584,Registered,MUS,23241,KC,C+,D,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,2.3,1.0
72585,72585,Registered,MUS,23241,KC,B,C-,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.0,1.7
72586,72586,Registered,MUS,23241,KC,A,A-,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,4.0,3.7
72587,72587,Std Withdrawn,MUS,23241,KC,W,NF,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,0.0,0.0
72588,72588,Registered,MUS,23241,KC,A-,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72589,72589,Registered,MUS,23241,KC,B+,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.3,4.0
72590,72590,Registered,MUS,23241,KC,C+,C,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,2.3,2.0
72591,72591,Registered,MUS,23241,KC,B,B,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.0,3.0
72592,72592,Registered,MUS,23241,KC,B,B-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,3.0,2.7
72593,72593,Registered,MUS,23241,KC,C-,B+,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,1.7,3.3
72594,72594,Registered,MUS,23241,KC,A,B,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,3.0
72595,72595,Registered,MUS,23241,KC,A-,A-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.7
72596,72596,Registered,MUS,23241,KC,B,B,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,3.0,3.0
72597,72597,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72598,72598,Registered,MUS,23241,KC,D,D,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,1.0,1.0
72599,72599,Registered,MUS,23241,KC,A,A,MUS,JNL,Spring 2023,SO,MUS 23241,CCI,CotA,False,False,False,4.0,4.0
72600,72600,Registered,MUS,23241,KC,B+,A,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,3.3,4.0
72601,72601,Registered,MUS,23241,KC,A-,,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,
72602,72602,Stopped Attending - Failed,MUS,23241,KC,W,A,MUS,FD,Spring 2023,SR,MUS 23241,CotA,CotA,False,False,False,0.0,4.0
72603,72603,Never Attended - Failed,MUS,23241,KC,A,B,MUS,FM,Spring 2023,FR,MUS 23241,CotA,CotA,False,False,False,4.0,3.0
72604,72604,Registered,MUS,23241,KC,C,B,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,2.0,3.0
72605,72605,Registered,MUS,23241,KC,A-,B+,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.3
72606,72606,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72607,72607,Registered,MUS,23241,KC,F,D,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,0.0,1.0
72608,72608,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72609,72609,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72610,72610,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72611,72611,Registered,MUS,23241,KC,A,B,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,3.0
72612,72612,Registered,MUS,23241,KC,A,A-,MUS,ARCH,Spring 2023,JR,MUS 23241,CAED,CotA,False,False,False,4.0,3.7
72613,72613,Registered,MUS,23241,KC,C+,D+,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,2.3,1.3
72614,72614,Registered,MUS,23241,KC,A,A-,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,4.0,3.7
72615,72615,Audited,MUS,23241,KC,AU,,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,,
72616,72616,Registered,MUS,23241,KC,B,,MUS,VCD,Spring 2023,FR,MUS 23241,CCI,CotA,False,False,False,3.0,
72617,72617,Stopped Attending - Failed,MUS,23241,KC,W,F,MUS,FM,Spring 2023,SO,MUS 23241,CotA,CotA,False,False,False,0.0,0.0
72618,72618,Registered,MUS,23241,KC,A,B-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,2.7
72619,72619,Registered,MUS,23241,KC,A-,A,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72620,72620,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72621,72621,Registered,MUS,23241,KC,A,,MUS,DMP,Spring 2023,JR,MUS 23241,CCI,CotA,False,False,False,4.0,
72622,72622,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72623,72623,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72624,72624,Registered,MUS,23241,KC,B,B,MUS,SART,Spring 2023,FR,MUS 23241,CotA,CotA,False,False,False,3.0,3.0
72625,72625,Registered,MUS,23241,KC,A,B,MUS,ID,Spring 2023,JR,MUS 23241,CAED,CotA,False,False,False,4.0,3.0
72626,72626,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72627,72627,Registered,MUS,23241,KC,C-,B+,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,1.7,3.3
72628,72628,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72629,72629,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72630,72630,Registered,MUS,23241,KC,B,A,MUS,FD,Spring 2023,SO,MUS 23241,CotA,CotA,False,False,False,3.0,4.0
72631,72631,Registered,MUS,23241,KC,B,A-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.0,3.7
72632,72632,Registered,MUS,23241,KC,C-,B,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,1.7,3.0
72633,72633,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72634,72634,Registered,MUS,23241,KC,A,A-,MUS,FM,Spring 2023,SO,MUS 23241,CotA,CotA,False,False,False,4.0,3.7
72635,72635,Registered,MUS,23241,KC,B,,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.0,
72636,72636,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72637,72637,Registered,MUS,23241,KC,B-,B,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,3.0
72638,72638,Registered,MUS,23241,KC,B+,B,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,3.3,3.0
72639,72639,Registered,MUS,23241,KC,,A-,MUS,ARTE,Spring 2023,FR,MUS 23241,CotA,CotA,False,False,False,,3.7
72640,72640,Registered,MUS,23241,KC,A-,A-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.7
72641,72641,Registered,MUS,23241,KC,A,,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,
72642,72642,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72643,72643,Registered,MUS,23241,KC,B+,B+,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,3.3,3.3
72644,72644,Registered,MUS,23241,KC,C+,C,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,2.3,2.0
72645,72645,Registered,MUS,23241,KC,,A-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,,3.7
72646,72646,Registered,MUS,23241,KC,A-,A-,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.7
72647,72647,Registered,MUS,23241,KC,C+,B-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,2.3,2.7
72648,72648,Stopped Attending - Failed,MUS,23241,KC,W,F,MUS,FM,Spring 2023,SO,MUS 23241,CotA,CotA,False,False,False,0.0,0.0
72649,72649,Registered,MUS,23241,KC,C,,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,2.0,
72650,72650,Registered,MUS,23241,KC,SF,F,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,0.0,0.0
72651,72651,Registered,MUS,23241,KC,A-,B,MUS,OTH,Spring 2023,SO,MUS 23241,Other,CotA,False,False,False,3.7,3.0
72652,72652,Registered,MUS,23241,KC,B,B,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,3.0,3.0
72653,72653,Registered,MUS,23241,KC,B+,B,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.3,3.0
72654,72654,Registered,MUS,23241,KC,B,C+,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.0,2.3
72655,72655,Registered,MUS,23241,KC,D+,D,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,1.3,1.0
72656,72656,Registered,MUS,23241,KC,C-,B,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,1.7,3.0
72657,72657,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72658,72658,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72659,72659,Registered,MUS,23241,KC,C-,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,1.7,4.0
72660,72660,Registered,MUS,23241,KC,A,,MUS,OTH,Spring 2023,SR,MUS 23241,Other,CotA,False,False,False,4.0,
72661,72661,Registered,MUS,23241,KC,A-,B-,MUS,OTH,Spring 2023,JR,MUS 23241,Other,CotA,False,False,False,3.7,2.7
72662,72662,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72663,72663,Registered,MUS,23241,KC,A-,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72664,72664,Registered,MUS,23241,KC,S,S,MUS,FM,Spring 2023,JR,MUS 23241,CotA,CotA,False,False,False,4.0,4.0
72665,72665,Registered,MUS,23241,KC,B-,A,MUS,PR,Spring 2023,SR,MUS 23241,CCI,CotA,False,False,False,2.7,4.0
72666,72666,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72667,72667,Registered,MUS,23241,KC,A,A,MUS,COMM,Spring 2023,SO,MUS 23241,CCI,CotA,False,False,False,4.0,4.0
72668,72668,Registered,MUS,23241,KC,A,A,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72669,72669,Registered,MUS,23241,KC,B-,,MUS,OTH,Spring 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,
72670,72670,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72671,72671,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72672,72672,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72673,72673,Registered,MUS,23241,KC,A,B+,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.3
72674,72674,Registered,MUS,23241,KC,B-,C-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,1.7
72675,72675,Registered,MUS,23241,KC,A,B+,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.3
72676,72676,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72677,72677,Registered,MUS,23241,KC,F,F,MUS,MUT,Fall 2023,FR,MUS 23241,CotA,CotA,False,False,False,0.0,0.0
72678,72678,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72679,72679,Registered,MUS,23241,KC,B,B-,MUS,OTH,Fall 2023,SR,MUS 23241,Other,CotA,False,False,False,3.0,2.7
72680,72680,Registered,MUS,23241,KC,B,,MUS,OTH,Fall 2023,JR,MUS 23241,Other,CotA,False,False,False,3.0,
72681,72681,Registered,MUS,23241,KC,B+,,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.3,
72682,72682,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72683,72683,Registered,MUS,23241,KC,C+,D+,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,2.3,1.3
72684,72684,Audited,MUS,23241,KC,AU,,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,,
72685,72685,Registered,MUS,23241,KC,A-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72686,72686,Registered,MUS,23241,KC,A-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72687,72687,Registered,MUS,23241,KC,B,B,MUS,PR,Fall 2023,SO,MUS 23241,CCI,CotA,False,False,False,3.0,3.0
72688,72688,Registered,MUS,23241,KC,B-,B+,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,2.7,3.3
72689,72689,Registered,MUS,23241,KC,C-,D,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,1.7,1.0
72690,72690,Registered,MUS,23241,KC,A,B+,MUS,DMP,Fall 2023,SO,MUS 23241,CCI,CotA,False,False,False,4.0,3.3
72691,72691,Stopped Attending - Failed,MUS,23241,KC,W,W,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,True,False,False,0.0,0.0
72692,72692,Registered,MUS,23241,KC,B,B,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.0,3.0
72693,72693,Registered,MUS,23241,KC,A,A,MUS,VCD,Fall 2023,FR,MUS 23241,CCI,CotA,False,False,False,4.0,4.0
72694,72694,Registered,MUS,23241,KC,B,B-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.0,2.7
72695,72695,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72696,72696,Registered,MUS,23241,KC,A,A-,MUS,PR,Fall 2023,SO,MUS 23241,CCI,CotA,False,False,False,4.0,3.7
72697,72697,Registered,MUS,23241,KC,B-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,4.0
72698,72698,Registered,MUS,23241,KC,A,A-,MUS,ADV,Fall 2023,FR,MUS 23241,CCI,CotA,False,False,False,4.0,3.7
72699,72699,Registered,MUS,23241,KC,A-,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.7
72700,72700,Registered,MUS,23241,KC,F,A,MUS,COMM,Fall 2023,FR,MUS 23241,CCI,CotA,False,False,False,0.0,4.0
72701,72701,Registered,MUS,23241,KC,A-,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.7
72702,72702,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72703,72703,Registered,MUS,23241,KC,C,D,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,2.0,1.0
72704,72704,Registered,MUS,23241,KC,C+,D+,MUS,MUT,Fall 2023,FR,MUS 23241,CotA,CotA,False,False,False,2.3,1.3
72705,72705,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72706,72706,Registered,MUS,23241,KC,B+,B+,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.3,3.3
72707,72707,Registered,MUS,23241,KC,B,B,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,3.0,3.0
72708,72708,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72709,72709,Registered,MUS,23241,KC,D,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,1.0,3.7
72710,72710,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72711,72711,Registered,MUS,23241,KC,C,C,MUS,ID,Fall 2023,FR,MUS 23241,CAED,CotA,False,False,False,2.0,2.0
72712,72712,Registered,MUS,23241,KC,A-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72713,72713,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72714,72714,Registered,MUS,23241,KC,A,A-,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,3.7
72715,72715,Registered,MUS,23241,KC,B+,A-,MUS,OTH,Fall 2023,JR,MUS 23241,Other,CotA,False,False,False,3.3,3.7
72716,72716,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72717,72717,Registered,MUS,23241,KC,A-,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,3.7
72718,72718,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72719,72719,Registered,MUS,23241,KC,B-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,4.0
72720,72720,Registered,MUS,23241,KC,A,,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,
72721,72721,Registered,MUS,23241,KC,A,A,MUS,COMA,Fall 2023,FR,MUS 23241,CAED,CotA,False,False,False,4.0,4.0
72722,72722,Registered,MUS,23241,KC,B-,B,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,3.0
72723,72723,Registered,MUS,23241,KC,A-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72724,72724,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72725,72725,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72726,72726,Registered,MUS,23241,KC,B+,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.3,3.7
72727,72727,Registered,MUS,23241,KC,A,B,MUS,OTH,Fall 2023,JR,MUS 23241,Other,CotA,False,False,False,4.0,3.0
72728,72728,Registered,MUS,23241,KC,A-,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.7,4.0
72729,72729,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72730,72730,Registered,MUS,23241,KC,A,B+,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.3
72731,72731,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72732,72732,Registered,MUS,23241,KC,B-,,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,2.7,
72733,72733,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72734,72734,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72735,72735,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72736,72736,Registered,MUS,23241,KC,F,D,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,0.0,1.0
72737,72737,Registered,MUS,23241,KC,A-,B+,MUS,OTH,Fall 2023,SR,MUS 23241,Other,CotA,False,False,False,3.7,3.3
72738,72738,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,SO,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72739,72739,Registered,MUS,23241,KC,B+,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,3.3,3.7
72740,72740,Stopped Attending - Failed,MUS,23241,KC,W,F,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,0.0,0.0
72741,72741,Registered,MUS,23241,KC,A,A-,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,3.7
72742,72742,Registered,MUS,23241,KC,A,B+,MUS,ARTE,Fall 2023,FR,MUS 23241,CotA,CotA,False,False,False,4.0,3.3
72743,72743,Registered,MUS,23241,KC,A,A,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,4.0,4.0
72744,72744,Registered,MUS,23241,KC,F,D,MUS,OTH,Fall 2023,FR,MUS 23241,Other,CotA,False,False,False,0.0,1.0
