,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class
65103,RW,MDJ,25459,KC,F,F,MDJ,DMP,202310,JR
65104,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,SO
65105,RW,MDJ,25459,KC,A-,B-,MDJ,DMP,202310,SO
65106,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,SO
65107,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202310,JR
65108,RW,MDJ,25459,KC,A-,B-,MDJ,DMP,202310,SO
65109,B1,MDJ,25459,KC,W,NF,MDJ,DMP,202310,SO
65110,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,JR
65111,RW,MDJ,25459,KC,A,B,MDJ,DMP,202310,SO
65112,RW,MDJ,25459,KC,C,,MDJ,DMP,202310,SO
65113,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,JR
65114,RW,MDJ,25459,KC,A-,B,MDJ,DMP,202310,SO
65115,RW,MDJ,25459,KC,C,C+,MDJ,DMP,202310,SR
65116,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,SR
65117,RW,MDJ,25459,KC,A-,,MDJ,DMP,202310,JR
65118,RW,MDJ,25459,KC,B,A-,MDJ,DMP,202310,SO
65119,RW,MDJ,25459,KC,C+,B-,MDJ,DMP,202310,SR
65120,RW,MDJ,25459,KC,A-,C,MDJ,DMP,202310,SO
65121,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,SO
65122,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,SO
65123,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202310,JR
65124,RW,MDJ,25459,KC,A-,A,MDJ,DMP,202310,JR
65125,RW,MDJ,25459,KC,A,,MDJ,DMP,202310,SO
65126,RW,MDJ,25459,KC,B,B,MDJ,DMP,202310,SO
65127,RW,MDJ,25459,KC,B+,A-,MDJ,DMP,202310,SR
65128,RW,MDJ,25459,KC,D,B,MDJ,DMP,202310,JR
65129,RW,MDJ,25459,KC,A-,A,MDJ,DMP,202310,SO
65130,RW,MDJ,25459,KC,B,B,MDJ,DMP,202310,SO
65131,RW,MDJ,25459,KC,B,B+,MDJ,DMP,202310,SR
65132,RW,MDJ,25459,KC,B,B,MDJ,DMP,202310,SO
65133,RW,MDJ,25459,KC,B,B,MDJ,DMP,202310,JR
65134,RW,MDJ,25459,KC,B,A-,MDJ,DMP,202310,JR
65135,RW,MDJ,25459,KC,B,B,MDJ,DMP,202310,SO
65136,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,JR
65137,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,JR
65138,RW,MDJ,25459,KC,B,C+,MDJ,DMP,202310,SO
65139,RW,MDJ,25459,KC,A,A,MDJ,DMP,202310,SO
65140,RW,MDJ,25459,KC,A-,A,MDJ,DMP,202310,SR
65141,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202310,SO
65142,RW,MDJ,25459,KC,C,,MDJ,DMP,202310,JR
65143,RW,MDJ,25459,KC,B+,C-,MDJ,DMP,202380,SO
65144,RW,MDJ,25459,KC,A-,B-,MDJ,DMP,202380,JR
65145,RW,MDJ,25459,KC,B-,B,MDJ,DMP,202380,SR
65146,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202380,JR
65147,RW,MDJ,25459,KC,B,D+,MDJ,DMP,202380,JR
65148,RW,MDJ,25459,KC,S,S,MDJ,DMP,202380,SO
65149,W8,MDJ,25459,KC,,,MDJ,DMP,202380,JR
65150,RE,MDJ,25459,KC,A-,,MDJ,DMP,202380,SO
65151,RW,MDJ,25459,KC,B+,A-,MDJ,DMP,202380,SR
65152,RW,MDJ,25459,KC,A-,B-,MDJ,DMP,202380,JR
65153,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,SO
65154,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,JR
65155,RW,MDJ,25459,KC,B,C+,MDJ,DMP,202380,SR
65156,RW,MDJ,25459,KC,D,F,MDJ,DMP,202380,SR
65157,RW,MDJ,25459,KC,A,A,MDJ,OTH,202380,FR
65158,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,JR
65159,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,SR
65160,RW,MDJ,25459,KC,B-,B+,MDJ,DMP,202380,SR
65161,RW,MDJ,25459,KC,C-,,MDJ,DMP,202380,JR
65162,RW,MDJ,25459,KC,B,A,MDJ,DMP,202380,SO
65163,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202380,SR
65164,RW,MDJ,25459,KC,B-,B-,MDJ,DMP,202380,SO
65165,RW,MDJ,25459,KC,A-,A-,MDJ,DMP,202380,JR
65166,RW,MDJ,25459,KC,B,B-,MDJ,DMP,202380,JR
65167,RW,MDJ,25459,KC,B,A,MDJ,DMP,202380,JR
65168,RW,MDJ,25459,KC,A,C+,MDJ,DMP,202380,JR
65169,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202380,JR
65170,RW,MDJ,25459,KC,C,F,MDJ,DMP,202380,SR
65171,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,JR
65172,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,SR
65173,RW,MDJ,25459,KC,A,,MDJ,DMP,202380,SR
65174,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202380,SR
65175,RW,MDJ,25459,KC,F,,MDJ,DMP,202380,SO
65176,RW,MDJ,25459,KC,A,A,MDJ,DMP,202380,SO
65177,RW,MDJ,25459,KC,A-,B,MDJ,DMP,202410,JR
65178,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SR
65179,RW,MDJ,25459,KC,C,C+,MDJ,DMP,202410,SR
65180,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SO
65181,RW,MDJ,25459,KC,B,A,MDJ,DMP,202410,JR
65182,NF,MDJ,25459,KC,NF,,MDJ,DMP,202410,SO
65183,RW,MDJ,25459,KC,A-,A,MDJ,DMP,202410,JR
65184,RW,MDJ,25459,KC,B,B+,MDJ,DMP,202410,JR
65185,RW,MDJ,25459,KC,A-,A-,MDJ,DMP,202410,SR
65186,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SO
65187,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SO
65188,RW,MDJ,25459,KC,B,B,MDJ,DMP,202410,SR
65189,DR,MDJ,25459,KC,,,MDJ,DMP,202410,JR
65190,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SO
65191,RW,MDJ,25459,KC,A,F,MDJ,DMP,202410,JR
65192,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202410,SO
65193,RW,MDJ,25459,KC,A,B,MDJ,DMP,202410,SR
65194,RW,MDJ,25459,KC,B+,A,MDJ,DMP,202410,SO
65195,RW,MDJ,25459,KC,B,B,MDJ,DMP,202410,SR
65196,WW,MDJ,25459,KC,W,,MDJ,DMP,202410,JR
65197,RW,MDJ,25459,KC,F,,MDJ,DMP,202410,JR
65198,RW,MDJ,25459,KC,B+,B+,MDJ,DMP,202410,SO
65199,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SR
65200,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SR
65201,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SO
65202,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SR
65203,RW,MDJ,25459,KC,B,C,MDJ,DMP,202410,SO
65204,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,SR
65205,RW,MDJ,25459,KC,B+,C+,MDJ,DMP,202410,SR
65206,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202410,SO
65207,RW,MDJ,25459,KC,A-,C,MDJ,DMP,202410,SR
65208,RW,MDJ,25459,KC,A,A-,MDJ,DMP,202410,SO
65209,RW,MDJ,25459,KC,B,B,MDJ,DMP,202410,JR
65210,RW,MDJ,25459,KC,F,,MDJ,DMP,202410,JR
65211,RW,MDJ,25459,KC,B,B+,MDJ,DMP,202410,SO
65212,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,JR
65213,RW,MDJ,25459,KC,A-,A,MDJ,DMP,202410,JR
65214,RW,MDJ,25459,KC,A,A,MDJ,DMP,202410,JR
65215,RW,MDJ,25459,KC,F,,MDJ,DMP,202410,SR
65216,RW,MDJ,25459,KC,B+,B+,MDJ,DMP,202410,SO
65217,RW,MDJ,28984,KC,B+,A-,MDJ,OTH,202280,JR
65218,RW,MDJ,28984,KC,A,A,MDJ,OTH,202280,JR
65219,RW,MDJ,28984,KC,A,A,MDJ,COMM,202280,JR
65220,RW,MDJ,28984,KC,A,B+,MDJ,FD,202280,SR
65221,RW,MDJ,28984,KC,A,,MDJ,VCD,202280,JR
65222,RW,MDJ,28984,KC,A-,A,MDJ,OTH,202280,JR
65223,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,SO
65224,RW,MDJ,28984,KC,B+,C+,MDJ,JNL,202280,FR
65225,RW,MDJ,28984,KC,A-,A-,MDJ,OTH,202280,SO
65226,RW,MDJ,28984,KC,A,B,MDJ,OTH,202280,SR
65227,RW,MDJ,28984,KC,A,A,MDJ,OTH,202280,SR
65228,WW,MDJ,28984,KC,W,,MDJ,OTH,202280,JR
65229,RW,MDJ,28984,KC,A-,A,MDJ,COMM,202280,JR
65230,RW,MDJ,28984,KC,B,B,MDJ,OTH,202280,JR
65231,RW,MDJ,28984,KC,B-,,MDJ,JNL,202280,SO
65232,RW,MDJ,28984,KC,S,S,MDJ,PR,202280,SO
65233,RW,MDJ,28984,KC,A,B,MDJ,PR,202280,SO
65234,RW,MDJ,28984,KC,C+,F,MDJ,COMM,202280,JR
65235,RW,MDJ,28984,KC,A,A,MDJ,PR,202280,SO
65236,RW,MDJ,28984,KC,A,A-,MDJ,JNL,202280,JR
65237,RW,MDJ,28984,KC,B+,A,MDJ,JNL,202280,FR
65238,RW,MDJ,28984,KC,A,B+,MDJ,JNL,202280,JR
65239,RW,MDJ,28984,KC,A,A,MDJ,OTH,202280,JR
65240,WW,MDJ,28984,KC,W,C,MDJ,PR,202280,SO
65241,RW,MDJ,28984,KC,C-,,MDJ,JNL,202280,FR
65242,RW,MDJ,28984,KC,B,B+,MDJ,OTH,202280,JR
65243,RW,MDJ,28984,KC,A-,A-,MDJ,JNL,202280,SO
65244,RW,MDJ,28984,KC,B-,A,MDJ,PR,202280,SO
65245,RW,MDJ,28984,KC,C,C+,MDJ,OTH,202280,JR
65246,RW,MDJ,28984,KC,B,,MDJ,OTH,202280,JR
65247,RW,MDJ,28984,KC,A-,B-,MDJ,JNL,202280,FR
65248,RW,MDJ,28984,KC,A,A,MDJ,OTH,202280,SR
65249,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,JR
65250,RW,MDJ,28984,KC,A,B,MDJ,FM,202280,SR
65251,RW,MDJ,28984,KC,B,B,MDJ,DMP,202280,JR
65252,RW,MDJ,28984,KC,A-,A,MDJ,OTH,202280,SR
65253,RW,MDJ,28984,KC,B,,MDJ,OTH,202280,JR
65254,RW,MDJ,28984,KC,A-,A,MDJ,JNL,202280,JR
65255,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,SO
65256,RW,MDJ,28984,KC,A-,A,MDJ,OTH,202280,SR
65257,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,FR
65258,RW,MDJ,28984,KC,A,A,MDJ,PR,202280,FR
65259,RW,MDJ,28984,KC,B-,A-,MDJ,PR,202280,FR
65260,RW,MDJ,28984,KC,B,B,MDJ,FM,202280,SR
65261,RW,MDJ,28984,KC,C+,B,MDJ,JNL,202280,SO
65262,RW,MDJ,28984,KC,C+,A,MDJ,JNL,202280,FR
65263,RW,MDJ,28984,KC,B,B,MDJ,PR,202280,JR
65264,RW,MDJ,28984,KC,A,A,MDJ,COMM,202280,JR
65265,RW,MDJ,28984,KC,A,A,MDJ,PR,202280,SO
65266,RW,MDJ,28984,KC,A,A-,MDJ,OTH,202280,SO
65267,RW,MDJ,28984,KC,B,,MDJ,PR,202280,SO
65268,RW,MDJ,28984,KC,C,C,MDJ,JNL,202280,JR
65269,RW,MDJ,28984,KC,A-,A,MDJ,OTH,202280,SO
65270,NF,MDJ,28984,KC,NF,,MDJ,ADV,202280,SO
65271,RW,MDJ,28984,KC,A-,A,MDJ,JNL,202280,SO
65272,RW,MDJ,28984,KC,B,,MDJ,PR,202280,JR
65273,RW,MDJ,28984,KC,A-,A-,MDJ,JNL,202280,FR
65274,RW,MDJ,28984,KC,B,B,MDJ,PHOT,202280,JR
65275,RW,MDJ,28984,KC,A,,MDJ,VCD,202280,SO
65276,RW,MDJ,28984,KC,A,A,MDJ,ADV,202280,JR
65277,RW,MDJ,28984,KC,B+,B,MDJ,OTH,202280,SO
65278,RW,MDJ,28984,KC,A,A-,MDJ,PR,202280,SO
65279,RW,MDJ,28984,KC,B+,B,MDJ,OTH,202280,GR
65280,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,SO
65281,RW,MDJ,28984,KC,B,B+,MDJ,JNL,202280,SO
65282,RW,MDJ,28984,KC,B-,A-,MDJ,DANC,202280,SR
65283,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,SO
65284,RW,MDJ,28984,KC,A,A,MDJ,OTH,202280,SO
65285,RW,MDJ,28984,KC,A,A,MDJ,PR,202280,JR
65286,RW,MDJ,28984,KC,A-,A-,MDJ,OTH,202280,JR
65287,RW,MDJ,28984,KC,A,A,MDJ,JNL,202280,FR
65288,RW,MDJ,28984,KC,A,A,MDJ,OTH,202280,SR
65289,RW,MDJ,28984,KC,B+,A-,MDJ,JNL,202280,JR
65290,RW,MDJ,28984,KC,B+,B,MDJ,JNL,202280,FR
65291,RW,MDJ,28984,KC,B,A,MDJ,COMM,202280,JR
65292,RW,MDJ,28984,KC,B-,B,MDJ,FM,202310,SO
65293,RW,MDJ,28984,KC,B+,A-,MDJ,PR,202310,JR
65294,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,GR
65295,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,JR
65296,RW,MDJ,28984,KC,B,B-,MDJ,PR,202310,SO
65297,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,FR
65298,RW,MDJ,28984,KC,B,B,MDJ,PR,202310,SR
65299,RW,MDJ,28984,KC,C+,D+,MDJ,ADV,202310,JR
65300,RW,MDJ,28984,KC,A,C,MDJ,JNL,202310,SO
65301,RW,MDJ,28984,KC,B+,A,MDJ,JNL,202310,FR
65302,RW,MDJ,28984,KC,B-,C+,MDJ,PR,202310,FR
65303,RW,MDJ,28984,KC,B+,B,MDJ,PR,202310,SO
65304,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,SR
65305,RW,MDJ,28984,KC,C,C+,MDJ,JNL,202310,FR
65306,RW,MDJ,28984,KC,A-,B+,MDJ,PR,202310,SO
65307,RW,MDJ,28984,KC,B+,B-,MDJ,OTH,202310,SO
65308,RW,MDJ,28984,KC,A,,MDJ,JNL,202310,SO
65309,W8,MDJ,28984,KC,,,MDJ,PR,202310,SO
65310,RW,MDJ,28984,KC,B+,B,MDJ,FM,202310,SR
65311,RW,MDJ,28984,KC,B,B+,MDJ,JNL,202310,SR
65312,RW,MDJ,28984,KC,B,B+,MDJ,JNL,202310,JR
65313,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,SR
65314,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,SO
65315,RW,MDJ,28984,KC,C+,A,MDJ,JNL,202310,FR
65316,RW,MDJ,28984,KC,B,B,MDJ,PHOT,202310,SO
65317,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,FR
65318,RW,MDJ,28984,KC,A,B-,MDJ,PR,202310,JR
65319,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,JR
65320,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,SO
65321,RW,MDJ,28984,KC,C,B,MDJ,FM,202310,JR
65322,RW,MDJ,28984,KC,A-,B,MDJ,OTH,202310,SR
65323,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,FR
65324,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,SO
65325,RW,MDJ,28984,KC,A-,B+,MDJ,OTH,202310,SO
65326,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,JR
65327,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,FR
65328,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,JR
65329,RW,MDJ,28984,KC,B+,C+,MDJ,OTH,202310,SR
65330,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,FR
65331,RW,MDJ,28984,KC,A-,A,MDJ,JNL,202310,SO
65332,RW,MDJ,28984,KC,F,,MDJ,JNL,202310,SO
65333,RW,MDJ,28984,KC,A,A-,MDJ,OTH,202310,SO
65334,RW,MDJ,28984,KC,A,A-,MDJ,PR,202310,SO
65335,RW,MDJ,28984,KC,B,B-,MDJ,JNL,202310,FR
65336,W8,MDJ,28984,KC,,,MDJ,FM,202310,JR
65337,RW,MDJ,28984,KC,B+,A,MDJ,JNL,202310,JR
65338,WW,MDJ,28984,KC,W,,MDJ,PR,202310,FR
65339,W8,MDJ,28984,KC,,,MDJ,JNL,202310,FR
65340,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,FR
65341,RW,MDJ,28984,KC,A-,A,MDJ,JNL,202310,JR
65342,RW,MDJ,28984,KC,B+,,MDJ,OTH,202310,SR
65343,RW,MDJ,28984,KC,B,B,MDJ,JNL,202310,FR
65344,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,SO
65345,RW,MDJ,28984,KC,C-,C,MDJ,OTH,202310,SR
65346,RW,MDJ,28984,KC,A,A,MDJ,OTH,202310,SO
65347,RW,MDJ,28984,KC,C,C-,MDJ,PR,202310,SO
65348,RW,MDJ,28984,KC,C,,MDJ,OTH,202310,JR
65349,RW,MDJ,28984,KC,A,,MDJ,EMAT,202310,JR
65350,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,JR
65351,RW,MDJ,28984,KC,B,B,MDJ,JNL,202310,FR
65352,RW,MDJ,28984,KC,B+,A,MDJ,PHOT,202310,SR
65353,RW,MDJ,28984,KC,A,A,MDJ,PR,202310,FR
65354,RW,MDJ,28984,KC,A-,B,MDJ,JNL,202310,JR
65355,RW,MDJ,28984,KC,A-,A,MDJ,OTH,202310,JR
65356,RW,MDJ,28984,KC,,A,MDJ,PHOT,202310,FR
65357,RW,MDJ,28984,KC,A-,B,MDJ,DMP,202310,SO
65358,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,FR
65359,RW,MDJ,28984,KC,B-,A-,MDJ,JNL,202310,FR
65360,RW,MDJ,28984,KC,A,B,MDJ,OTH,202310,JR
65361,RW,MDJ,28984,KC,B+,A,MDJ,JNL,202310,SO
65362,RW,MDJ,28984,KC,A,A,MDJ,MUT,202310,SR
65363,RW,MDJ,28984,KC,,A,MDJ,JNL,202310,SO
65364,RW,MDJ,28984,KC,B,B+,MDJ,OTH,202310,SO
65365,RW,MDJ,28984,KC,B,B-,MDJ,JNL,202310,FR
65366,RW,MDJ,28984,KC,A,A,MDJ,JNL,202310,FR
65367,RW,MDJ,28984,KC,A-,B,MDJ,PR,202310,SO
65368,RW,MDJ,28984,KC,A-,A-,MDJ,JNL,202310,FR
65369,RW,MDJ,28984,KC,B+,A-,MDJ,COMM,202380,SR
65370,RW,MDJ,28984,KC,A,A,MDJ,PR,202380,SO
65371,RW,MDJ,28984,KC,A,A,MDJ,FM,202380,SO
65372,RW,MDJ,28984,KC,A-,A,MDJ,FM,202380,SR
65373,RW,MDJ,28984,KC,A,A-,MDJ,FM,202380,JR
65374,RW,MDJ,28984,KC,B-,,MDJ,PR,202380,JR
65375,RW,MDJ,28984,KC,B+,B+,MDJ,FM,202380,SR
65376,RW,MDJ,28984,KC,A,A,MDJ,PR,202380,SO
65377,RW,MDJ,28984,KC,B,B,MDJ,PR,202380,JR
65378,RW,MDJ,28984,KC,A-,A,MDJ,PR,202380,SO
65379,RW,MDJ,28984,KC,A-,A-,MDJ,JNL,202380,SO
65380,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,FR
65381,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,SR
65382,RW,MDJ,28984,KC,B-,,MDJ,FM,202380,SO
65383,RW,MDJ,28984,KC,B,C,MDJ,PR,202380,SO
65384,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,JR
65385,RW,MDJ,28984,KC,B+,,MDJ,FM,202380,SO
65386,RW,MDJ,28984,KC,C+,C,MDJ,COMM,202380,SO
65387,RW,MDJ,28984,KC,A-,A-,MDJ,ADV,202380,JR
65388,RW,MDJ,28984,KC,C+,D+,MDJ,OTH,202380,JR
65389,RW,MDJ,28984,KC,A-,B-,MDJ,JNL,202380,SO
65390,RW,MDJ,28984,KC,C,,MDJ,FM,202380,JR
65391,RW,MDJ,28984,KC,A,A,MDJ,PR,202380,JR
65392,RW,MDJ,28984,KC,A,A-,MDJ,FM,202380,JR
65393,RW,MDJ,28984,KC,A,B+,MDJ,JNL,202380,SO
65394,RW,MDJ,28984,KC,A-,A,MDJ,JNL,202380,JR
65395,SF,MDJ,28984,KC,SF,F,MDJ,PR,202380,SO
65396,RW,MDJ,28984,KC,F,D+,MDJ,JNL,202380,FR
65397,RW,MDJ,28984,KC,F,F,MDJ,FM,202380,SR
65398,RW,MDJ,28984,KC,A,A,MDJ,FD,202380,JR
65399,RW,MDJ,28984,KC,B,,MDJ,JNL,202380,SO
65400,RW,MDJ,28984,KC,A,A-,MDJ,DMP,202380,SO
65401,RW,MDJ,28984,KC,A,B+,MDJ,PR,202380,SO
65402,RW,MDJ,28984,KC,B,D,MDJ,FM,202380,JR
65403,RW,MDJ,28984,KC,A,,MDJ,JNL,202380,SO
65404,RW,MDJ,28984,KC,XF,A,MDJ,PR,202380,SO
65405,RW,MDJ,28984,KC,A,C+,MDJ,JNL,202380,SO
65406,WW,MDJ,28984,KC,W,,MDJ,FM,202380,SO
65407,RW,MDJ,28984,KC,B+,A,MDJ,FM,202380,JR
65408,RW,MDJ,28984,KC,A-,,MDJ,FM,202380,JR
65409,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,SO
65410,RW,MDJ,28984,KC,B,,MDJ,FM,202380,SR
65411,RW,MDJ,28984,KC,B+,B,MDJ,FM,202380,SR
65412,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,JR
65413,RW,MDJ,28984,KC,A,B-,MDJ,FM,202380,JR
65414,RW,MDJ,28984,KC,B-,B-,MDJ,FM,202380,SO
65415,RW,MDJ,28984,KC,C+,,MDJ,OTH,202380,JR
65416,RW,MDJ,28984,KC,B+,,MDJ,JNL,202380,FR
65417,SF,MDJ,28984,KC,SF,,MDJ,OTH,202380,JR
65418,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,SR
65419,RW,MDJ,28984,KC,A,A-,MDJ,COMM,202380,SR
65420,RW,MDJ,28984,KC,A,A-,MDJ,FM,202380,SR
65421,RW,MDJ,28984,KC,A,B+,MDJ,PR,202380,SO
65422,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,FR
65423,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,JR
65424,WW,MDJ,28984,KC,W,,MDJ,PR,202380,SO
65425,RW,MDJ,28984,KC,A,A,MDJ,PR,202380,FR
65426,RW,MDJ,28984,KC,C-,B+,MDJ,FM,202380,SR
65427,RW,MDJ,28984,KC,B,C,MDJ,OTH,202380,JR
65428,RW,MDJ,28984,KC,A,B,MDJ,COMM,202380,SR
65429,RW,MDJ,28984,KC,A-,B+,MDJ,FM,202380,SR
65430,RW,MDJ,28984,KC,A,B+,MDJ,OTH,202380,JR
65431,RW,MDJ,28984,KC,A,,MDJ,FM,202380,SO
65432,RW,MDJ,28984,KC,A,A,MDJ,FM,202380,JR
65433,RW,MDJ,28984,KC,B+,B-,MDJ,FM,202380,JR
65434,RW,MDJ,28984,KC,B,D,MDJ,JNL,202380,FR
65435,RW,MDJ,28984,KC,A,A-,MDJ,FM,202380,JR
65436,RW,MDJ,28984,KC,A,C,MDJ,FM,202380,SO
65437,RW,MDJ,28984,KC,A,A-,MDJ,JNL,202380,SO
65438,SF,MDJ,28984,KC,SF,C,MDJ,OTH,202380,FR
65439,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,SO
65440,RW,MDJ,28984,KC,C,D,MDJ,PR,202380,FR
65441,RW,MDJ,28984,KC,A,,MDJ,JNL,202380,SO
65442,RW,MDJ,28984,KC,B+,A,MDJ,OTH,202380,JR
65443,RW,MDJ,28984,KC,A,A,MDJ,COMM,202380,FR
65444,RW,MDJ,28984,KC,A,,MDJ,FM,202380,SO
65445,RW,MDJ,28984,KC,C+,D,MDJ,OTH,202380,JR
65446,RW,MDJ,28984,KC,A-,B+,MDJ,COMM,202380,SR
65447,RW,MDJ,28984,KC,B+,A,MDJ,JNL,202380,FR
65448,RW,MDJ,28984,KC,C-,C-,MDJ,FM,202380,JR
65449,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,JR
65450,RW,MDJ,28984,KC,B+,A-,MDJ,FM,202380,JR
65451,RW,MDJ,28984,KC,B,B,MDJ,COMM,202380,SO
65452,RW,MDJ,28984,KC,A,A,MDJ,VCD,202380,JR
65453,RW,MDJ,28984,KC,D+,F,MDJ,PR,202380,SO
65454,RW,MDJ,28984,KC,C-,B-,MDJ,OTH,202380,SR
65455,RW,MDJ,28984,KC,B+,A,MDJ,FM,202380,SR
65456,RW,MDJ,28984,KC,A,A-,MDJ,ADV,202380,JR
65457,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,FR
65458,RW,MDJ,28984,KC,B-,B,MDJ,JNL,202380,JR
65459,RW,MDJ,28984,KC,A-,A-,MDJ,FM,202380,JR
65460,RW,MDJ,28984,KC,D+,A,MDJ,OTH,202380,SO
65461,RW,MDJ,28984,KC,B,C+,MDJ,FM,202380,JR
65462,RW,MDJ,28984,KC,A-,A,MDJ,PR,202380,FR
65463,RW,MDJ,28984,KC,A-,A,MDJ,COMM,202380,JR
65464,WW,MDJ,28984,KC,W,D,MDJ,JNL,202380,FR
65465,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,FR
65466,RW,MDJ,28984,KC,A,A,MDJ,DMP,202380,FR
65467,RW,MDJ,28984,KC,B-,B-,MDJ,COMM,202380,SO
65468,RW,MDJ,28984,KC,C,C,MDJ,JNL,202380,FR
65469,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,SO
65470,RW,MDJ,28984,KC,B-,B,MDJ,FM,202380,SR
65471,DD,MDJ,28984,KC,,,MDJ,JNL,202380,FR
65472,RW,MDJ,28984,KC,B,B,MDJ,JNL,202380,FR
65473,RW,MDJ,28984,KC,D,F,MDJ,JNL,202380,FR
65474,RW,MDJ,28984,KC,B,,MDJ,PR,202380,SO
65475,RW,MDJ,28984,KC,A,B-,MDJ,JNL,202380,FR
65476,RW,MDJ,28984,KC,A-,A,MDJ,OTH,202380,FR
65477,RW,MDJ,28984,KC,C,A,MDJ,JNL,202380,FR
65478,WW,MDJ,28984,KC,W,B-,MDJ,OTH,202380,SO
65479,RW,MDJ,28984,KC,A,A,MDJ,JNL,202380,FR
65480,RW,MDJ,28984,KC,B,A,MDJ,OTH,202380,SO
65481,RW,MDJ,28984,KC,B+,A-,MDJ,JNL,202380,FR
65482,RW,MDJ,28984,KC,D,D,MDJ,JNL,202380,FR
65483,RW,MDJ,28984,KC,A,A,MDJ,DMP,202380,SO
65484,RW,MDJ,28984,KC,A,A,MDJ,OTH,202380,SR
65485,RW,MDJ,28984,KC,B+,C+,MDJ,PR,202380,JR
65486,RW,MDJ,28984,KC,C+,B,MDJ,OTH,202380,SR
